,label,desc
41482,soumaintrain,French cheese
41484,roroi,French cheese
41485,bleu de costaros,French cheese
41487,rollot,French cheese
41488,dauphin,cheese
41489,artison cheese,French cheese with mites
41491,barberey,French cheese
41495,cathare,French cheese
41497,chambérat,French cheese
41499,crayeux de roncq,French cheese
41500,faisselle,French cheese
41507,persillé de tignes,French goat cheese
41508,ramequin,French cheese
41516,fresh tomme,French cheese
41519,voves,French cheese
41520,pourri bressan,French cheese
41532,miromando,French cheese
41534,pétafine,French cheese
41535,sarasson,French cheese made from buttermilk
41537,tomme de provence,French cheese
41538,tomme forte de savoie,French cheese
41539,tracle du bugey,French cheese
41540,casgiu merzu,French Cheese
41542,ménez hom,French cheese
41543,tome des monts darrée,French cheese
41544,tomme du nevet,French cheese
41546,bonde de gâtine,French cheese
41548,brussels cheese,"cheese from Brussels, Belgium"
41550,mont des cats,French cheese
41551,camembert,"a moist, soft, creamy, surface-ripened cow's milk cheese from Normandy, France."
41552,morbier,French cheese
41553,coutances cheese,double-cream cow's milk cheese
41554,roquefort cheese,French cheese
41555,comté cheese,French cheese
41556,abondance,"semi-hard, fragrant, raw-milk cheese made in Haute-Savoie, France; named after the French commune Abondance"
41557,emmental français est central,French cheese
41558,bleu de laqueuille,French cheese
41559,ossau iraty,Occitan-Basque cheese made from sheep milk
41560,tome des bauges,"unpasteurised cow-milk cheese from the Bauges Mountains, France"
41561,etorki,French cheese
41562,reblochon,soft washed-rind and smear-ripened French cheese made in the Alpine region of Savoy from raw cow's milk
41563,brie de melun,unpasteurized brie manufactured in the town of Melun in the Brie region of northern France
41564,saint nectaire,a French AOC cheese made in the Auvergne region of central France.
41565,pouligny saint pierre,French goat cheese
41566,le rustique,brand of French cheese
41567,sainte maure de touraine,"goat-milk cheese from the department of Indre-et-Loire, France"
41568,délice de saint cyr,"soft, triple-cream, pasteurized French cheese"
41569,valençay,"unpasteurised goats-milk cheese from the province of Berry, France"
41570,brie de meaux,unpasteurized brie manufactured in the town of Meaux in the Brie region of northern France since the 8th century
41571,brocciu,Corsican cheese
41572,rocamadour,French cheese
41573,babybel,brand of cheese
41574,bleu de bresse,blue cheese made from whole milk
41575,bleu des causses,French cheese
41576,bleu dauvergne,"French AOP blue cheese, made from cow's milk, named for its place of origin in the Auvergne region of south-central France"
41577,boulette davesnes,cheese
41578,boursin cheese,French cheese
41579,cabécou,French cheese
41580,chavroux,French industrial cheese
41581,pélardon,French cheese
41582,chaource cheese,French cheese
41583,charolais,French cheese
41584,chaumes,cheese
41585,akkawi,Levantin white brine cheese
41587,saint albray,cheese
41588,tomme des pyrénées,cheese
41589,époisses,French cheese
41590,pont lévêque,"uncooked, unpressed cow's-milk cheese, originally manufactured in the area around the commune of Pont-l'Évêque, in the Calvados département of Normandy"
41591,emmental de savoie,cheese
41594,saint agur blue,pasteurized blue cheese from central France
41595,picodon,French goat cheese
41596,selles sur cher cheese,"goat-milk cheese from Loir-et-Cher, France"
41597,leerdammer,Dutch cheese
41598,the laughing cow,brand of processed cheese products made by Fromageries Bel since 1865
41599,saint paulin cheese,cheese
41601,port salut,type of cheese
41604,perail,French cheese
41605,magor,Italian cheese
41606,philadelphia cream cheese,brand of cheese product
41607,soumaintrain,French cheese
41608,ardi gasna,French sheep's-milk cheese
41609,roroi,French cheese
41611,aisy cendré,French cheese
41613,dauphin,cheese
41619,brézain,French cheese
41627,faisselle,French cheese
41628,gratte paille,French triple cream cheese
41629,humboldt fog,Goat cheese
41631,président,French dairy brand owned by the Laval-based Lactalis company
41633,kiri,brand of cheese
41642,petit billy,cheese
41644,société,trademark for a range of cheeses
41647,fresh tomme,French cheese
41649,trappe dechourgnac,French cheese
41653,kidiboo,French cheese
41654,trappe de timadeuc,French cheese
41655,timanoix,French cheese
41657,grated cheese,type of cheese
41658,mixed milk cheese,cheese produced with several kinds of milk
41659,graviera,Greek cheese
41660,graviera naxou,Greek cheese
41661,graviera agrafon,Greek cheese
41662,feta,a Greek brined curd white cheese from sheep's milk or from a mixture of sheep and goat's milk
41663,scamorza,Italian cheese
41664,liptauer,central European cheese-based spread
41665,parenica,Slovak traditional cheese
41666,queijo do pico,trademark
41668,wensleydale cheese,English cheese
41670,chura loenpa,tibetan cheese
41671,bonrus,"Local cheese from Piedmont, Italy"
41672,doré mi,Canadian cheese
41674,persillé de tignes,French goat cheese
41675,requeijão,milk-derived product
41676,catupiry,requeijão brand
41677,requeijão da beira baixa,Portuguese cottage cheese
41679,tronchon,type of soft cheese from Spain
41684,austrian cheese,cheeses from Austria
41688,danish cheese,cheese from Denmark
41690,esrom,kind of cheese
41691,grevé,cheese
41692,havarti,semisoft Danish cow's milk cheese
41693,danbo,Danish cheese
41694,maribo cheese,Danish cheese
41695,fynbo,type of semi-hard Danish cheese
41698,pálpusztai cheese,Hungarian cheese
41700,paneer,fresh cheese common in the Indian subcontinent
41701,chhena,type of cheese originating in India
41702,norwegian cheese,cheeses from Norway
41703,norvegia,Norwegian cheese brand
41704,pultost,Norwegian sour milk cheese flavored with caraway seeds
41705,ridder,Norwegian cheese
41708,kraftkar,Norwegian blue cheese
41714,santarém cheese,Portuguese cheese
41716,năsal,traditional Romanian cheese
41717,telemea,Romanian cheese traditionally made of sheep’s milk
41718,brânză de burduf,Romanian cheese
41719,penteleu,Romanian cheese made with sheep milk
41720,brânză de vaci,Romanian cheese
41722,korbáčiky,Slovakian cheese
41725,ädelost,Swedish cheese
41727,herrgårdsost,semi-hard Swedish cheese made from cow's milk
41728,västerbottenost cheese,Hard Swedish cheese
41729,prästost,Swedish cheese
41730,hushållsost,Swedish cheese
41735,humboldt fog,Goat cheese
41736,tulum cheese,traditional Turkish goat's milk cheese ripened in a goatskin casing
41739,le douanier,Canadian cheese
41742,fresh cheese,type of cheese
41743,gyunyu doufu,Japanese cheese
41744,provatura,Italian fresh cheese
41745,quark,German dairy product
41746,burgossan cheese,Spanish cheese
41747,burriata,Italian cheese
41748,obatzda,Bavarian cheese specialty
41749,banon cheese,French cheese
41751,boursin cheese,French cheese
41753,leipäjuusto,Finnish cheese
41755,saloio,Portuguese cheese
41757,schichtkäse,type of cheese
41759,annot,French cheese made in the Nice area
41761,brousse,French cheese
41767,faisselle,French cheese
41769,fromage des plaines,French cheese
41770,cheese curds,type of food
41771,mató,fresh cheese
41772,petit billy,cheese
41777,fresh tomme,French cheese
41781,tuma,type of cheese
41782,korall,Russian cheese
41783,green cheese,"fresh cheese that has not thoroughly dried nor aged, which is white in colour and usually round in shape"
41784,cottage cheese,"cheese made from skim milk, lactic bacteria and rennet"
41787,fromage frais,type of cheese
41788,mascarpone,Italian cheese made from cream
41789,jourin,French Cheese
41790,fromage blanc,Fresh cream cheese
41792,mashanza,cheese of DR Congo
41793,ziger,Swiss fresh whey cheese
41802,turrialba cheese,cheese from Costa Rica
41803,kidiboo,French cheese
41804,ti frais des hauts,French cheese
41806,irkotta,Maltese cheese similar to ricotta
41807,brossat,"Type of cheese from Catalonia, Spain"
41808,bloderkäse sauerkäse aoc,cheese
41809,plattekaas,"cheese from Brussels, Belgium"
41810,tvorog,type of white cheese
41811,pikauba cheese,Canadian cheese
41813,requeijão,milk-derived product
41814,livno cheese,Bosnian cheese
41815,tomme de gressoney,Italian cheese
41821,triple cream,cheese which contains more than 75% fat in its dry matter
41822,délice de saint cyr,"soft, triple-cream, pasteurized French cheese"
41823,tuma,type of cheese
41824,tybo,Danish Cheese
41828,formaggio di fossa,Italian cheese
41829,washed rind cheese,type of cheese
41830,olivet cendré,French cheese
41831,remoudou,type of cheese
41832,stinking bishop cheese,washed rind cheese
41833,herve cheese,Belgian cheese
41835,vacherin mont dor,Soft cheese made in France and Switzerland
41836,vacherin fribourgeois,Semi-hard cheese from Switzerland
41837,niolo,French cheese
41838,maroilles,cow's-milk cheese made in the regions of Picardy and Nord-Pas-de-Calais in northern France
41839,munster,type of French cheese
41840,taleggio,"semisoft, washed-rind, smear-ripened Italian cheese that is named after Val Taleggio with protected designation of origin status"
41841,robiola,protected designation of origin
41842,boulette davesnes,cheese
41843,chaumes,cheese
41844,livarot,French cheese originating in the commune of Livarot
41845,époisses,French cheese
41846,pont lévêque,"uncooked, unpressed cow's-milk cheese, originally manufactured in the area around the commune of Pont-l'Évêque, in the Calvados département of Normandy"
41847,langres cheese,French cheese from the plateau of Langres in the region of Champagne-Ardenne
41852,serpa cheese,Portuguese cheese
41853,saint benoît,French cheese
41854,queijo de azeitão,Portuguese cheese
41855,soumaintrain,French cheese
41858,aisy cendré,French cheese
41861,rollot,French cheese
41862,rigotte dechalas,French cheese
41864,ardrahan cheese,"two varieties of cheese made on County Cork, Ireland"
41865,dauphin,cheese
41870,calinzanincu,cheese
41874,chambérat,French cheese
41875,crayeux de roncq,French cheese
41877,durrus cheese,brand of Irish cheese
41878,castelo branco cheese,Portuguese cheese
41879,gourmelin,cheese
41884,moelleux du revard,French cheese
41888,tybo,Danish Cheese
41891,venaco,French cheese
41893,void,French cheese
41894,red hawk cheese,type of American triple-crème aged cow's-milk cheese with a brine-washed rind
41895,capricious,goat's milk cheese
41896,petit gaugry,French cheese
41898,swiss cheese,Generic North American name for a variety of cheeses similar to the Swiss Emmental cheese
41899,roumy cheese,Egyptian cheese
41900,queso de mano,Cheese from Venezuela
41901,ossetian cheese,type of cheese common in the North Caucasus
41902,russian cheese,a type of Russian cheese
41903,formatge artesà,cheese produced by hand using the traditional craftsmanship of skilled cheesemakers
41904,ladotyri mytilinis,Greek cheese preserved in olive oil
41905,boerenkaas,Dutch cheese
41906,queso de urbiés,cheese originating from Asturias in Spain
41907,colony cheese,Brazilian cheese
41911,llenguat,cheese from Catalonia
41912,doré de lathuy,cheese
41913,kraftkar,Norwegian blue cheese
41915,queijo prato,Brazilian cheese
41917,brick cheese,"medium-soft brick-shaped cheese from Wisconsin, US, whose color ranges from pale yellow to white, with a sweet and mild flavor when young, and a strong, ripe flavor when mature"
41918,cheese in canada,Overview of cheese production in Canada
41920,friulano,Canadian cheese
41923,dragons breath blue,Canadian cheese
41924,louis dor,Quebec cheese
41925,baby blue,Canadian cheese
41928,bleu délizabeth,Canadian blue cheese
41929,pikauba cheese,Canadian cheese
41933,alfred le fermier,Canadian cheese
41938,cheese spread,"soft, spreadable, cheese product"
41939,cervelle de canut,French cheese spread; specialty of Lyon
41940,mexican cheese,overview of Mexican cheeses
41941,criollo cheese,Mexican grating cheese
41942,cotija cheese,"Type of dry, firm grating cheese from Mexico"
41943,queso chihuahua,Mexican soft white cheese
41944,hebra cheese,Mexican cheese
41945,farmer cheese,pressed curd cheese
41946,rubing,Chinese goat cheese
41947,creole cream cheese,"form of cheese traditional to New Orleans, Louisiana"
41948,sfela,Greek cheese
41950,sulguni,Georgian Cheese
41952,brined cheese,cheese that is matured in a solution of brine
41953,feta,a Greek brined curd white cheese from sheep's milk or from a mixture of sheep and goat's milk
41954,chechil,brine string cheese from the Caucasus
41955,batzos,Greek cheese
41956,sirene,brined white cheese from Bulgaria
41957,balkánský sýr,type of white brined cheese produced in Czech Republic and Slovakia
41960,boeren leidenkaas,Dutch cheese
41962,queijos da beira baixa,Portuguese cheeses from Beira Baixa
41963,tronchon,type of soft cheese from Spain
41964,kesong puti,Filipino soft water buffalo cheese
41965,mallorca cheese,Spanish cheese made exclusively on the island of Mallorca
41966,circassian cheese,type of cheese common in the North Caucasus
41967,kashkaval,Balkan cheese
41968,pule cheese,Serbian donkey and goat's milk cheese
41969,sir laurier darthabaska,"soft cheese from Centre-du-Québec region, in Canada"
41971,dali ni horbo,Batak traditional cheese
41972,vlaskaas,type of Dutch cheese
41973,xynotyro,Greek whey cheese
41974,anevato,Greek fresh cheese
41975,bavaria blu,German cheese
41976,khoa,Indian dairy product
41977,pichtogalo chanion,Greek cheese
41978,palmero cheese,Spanish plain or lightly smoked cheese from the island of La Palma in the Canary Islands
41979,bałtycki,Polish cheese
41980,rennet cheese,type of cheese
41983,hirtenkäse,German cheese variety
41989,svecia,Swedish semi-hard cow's-milk cheese
41991,apetito,Cheese from the Czech Republic
41992,blaťácké zlato,Czech soft cheese
41993,powdered cheese,type of product
41995,datshi,type of cheese from Bhutan
42001,lajta,Hungarian cheese
42002,emaitiškas kastinys,sour cream product
42003,mohant,spicy semi-soft cheese from Bohinj (north-western Slovenia)
42004,graviera agrafon,Greek cheese
42005,chanakh,Armenian soft cheese
42006,cottage cheese,"cheese made from skim milk, lactic bacteria and rennet"
42007,fromage frais,type of cheese
42012,dairy cheese,"dairy cheese, as opposed to farmhouse cheese"
42013,morbier,French cheese
42014,roquefort cheese,French cheese
42015,abondance,"semi-hard, fragrant, raw-milk cheese made in Haute-Savoie, France; named after the French commune Abondance"
42016,saint marcellin,"soft French cheese made from cow's milk, produced in the former Dauphiné province"
42017,mâconnais cheese,French cheese
42018,ossau iraty,Occitan-Basque cheese made from sheep milk
42019,tome des bauges,"unpasteurised cow-milk cheese from the Bauges Mountains, France"
42020,reblochon,soft washed-rind and smear-ripened French cheese made in the Alpine region of Savoy from raw cow's milk
42021,saint nectaire,a French AOC cheese made in the Auvergne region of central France.
42022,pouligny saint pierre,French goat cheese
42023,sainte maure de touraine,"goat-milk cheese from the department of Indre-et-Loire, France"
42024,valençay,"unpasteurised goats-milk cheese from the province of Berry, France"
42025,laguiole cheese,French cheese
42026,tête de moine,Swiss cheese
42027,arôme de lyon,French cheese
42028,brie de meaux,unpasteurized brie manufactured in the town of Meaux in the Brie region of northern France since the 8th century
42029,brocciu,Corsican cheese
42030,munster,type of French cheese
42031,bleu du vercors sassenage,French cheese
42032,rocamadour,French cheese
42033,beaufort,type of cheese
42034,bleu des causses,French cheese
42035,bleu dauvergne,"French AOP blue cheese, made from cow's milk, named for its place of origin in the Auvergne region of south-central France"
42036,boulette davesnes,cheese
42037,fleur du maquis,cheese
42038,cabécou,French cheese
42039,pélardon,French cheese
42040,chaource cheese,French cheese
42041,chabichou,"soft, unpasteurized, natural-rind French goat cheese"
42042,camembert de normandie,French cheese from Norrmandy
42043,a filetta,French cheese
42044,tomme des pyrénées,cheese
42045,bleu de gex,"creamy, semi-soft blue cheese made from unpasteurized milk in the Jura region of France"
42046,pont lévêque,"uncooked, unpressed cow's-milk cheese, originally manufactured in the area around the commune of Pont-l'Évêque, in the Calvados département of Normandy"
42047,emmental de savoie,cheese
42048,neufchâtel,"a soft, slightly crumbly, mold-ripened cheese made in the Neufchâtel-en-Bray, French region of Normandy"
42049,fourme de montbrison,French cheese
42050,picodon,French goat cheese
42051,selles sur cher cheese,"goat-milk cheese from Loir-et-Cher, France"
42054,perail,French cheese
42055,soumaintrain,French cheese
42056,roroi,French cheese
42059,rollot,French cheese
42060,dauphin,cheese
42061,chambérat,French cheese
42064,faisselle,French cheese
42065,gruyère français,French cheese
42069,moulis,French cheese
42070,tournon saint pierre,French cheese
42071,persillé de tignes,French goat cheese
42072,ramequin,French cheese
42076,fresh tomme,French cheese
42081,bonde de gâtine,French cheese
42082,soft cheese,type of cheese
42083,stracchino,Italian cheese
42084,pálpusztai cheese,Hungarian cheese
42085,esrom,kind of cheese
42086,olomouc curd cheese,Sour milk cheese with red smear
42087,cebreiro,Spanish cheese; protected designation of origin
42088,white mold rind cheese,type of soft cheese made with Penicillium mold
42089,camembert,"a moist, soft, creamy, surface-ripened cow's milk cheese from Normandy, France."
42090,coutances cheese,double-cream cow's milk cheese
42091,odenwälder frühstückskäse,soft cheese from Germany
42092,brie,"soft cow's-milk cheese named after Brie, the French region from which it originated"
42093,altenburger,German soft cheese
42094,saint marcellin,"soft French cheese made from cow's milk, produced in the former Dauphiné province"
42095,mâconnais cheese,French cheese
42096,brie de melun,unpasteurized brie manufactured in the town of Melun in the Brie region of northern France
42097,délice de bourgogne,cheese
42098,le rustique,brand of French cheese
42099,délice de saint cyr,"soft, triple-cream, pasteurized French cheese"
42100,valençay,"unpasteurised goats-milk cheese from the province of Berry, France"
42101,tomme vaudoise,cheese
42102,brillat savarin cheese,French cheese
42103,feuille de dreux,French cheese
42104,brie de meaux,unpasteurized brie manufactured in the town of Meaux in the Brie region of northern France since the 8th century
42105,rocamadour,French cheese
42106,coulommiers cheese,"soft ripened cheese from Coulommiers, France"
42107,chaource cheese,French cheese
42108,chabichou,"soft, unpasteurized, natural-rind French goat cheese"
42109,camembert de normandie,French cheese from Norrmandy
42111,saint félicien cheese,cheese
42112,neufchâtel,"a soft, slightly crumbly, mold-ripened cheese made in the Neufchâtel-en-Bray, French region of Normandy"
42113,gaperon,cheese
42114,perail,French cheese
42115,rigotte de condrieu,French cheese
42116,couronne lochoise,French goat cheese
42120,carré de lest,French cheese
42123,bouille,French cheese
42127,brie noir,French cheese
42131,caravane,Mauritanian cheese
42134,chabis,French goat cheese
42138,délice dargental,formaggio Délice d'Argental
42141,gratte paille,French triple cream cheese
42143,saint andré cheese,French cheese brand
42145,président,French dairy brand owned by the Laval-based Lactalis company
42148,mottin charentais,French soft double-cream cheese made from whole cow's milk
42160,le riopelle de lisle,cheese from Quebec
42165,tomme de provence,French cheese
42167,tomme de chambrille,French cheese
42168,fromage de monsieur,French cheese
42169,barbeillon,French goat cheese
42172,wine cheese,type of cheese
42173,squacquerone,Italian cheese
42174,natural rind soft cheese,type of cheese
42175,sakura cheese,"soft cheese created and produced by Kyodo Gakusha Shintoku Farm, in Hokkaidō, Japan"
42177,explorateur,French cheese
42178,muenster cheese,American cheese
42180,sõir,Estonian caraway cheese
42181,casatella trevigiana,soft cheese from Treviso
42183,le gouverneur,French cheese
42184,mont bébour,French cheese
42185,notre dame de la paix,French cheese
42186,délice de la sicalait,French cheese
42187,formaggella del luinese,Italian cheese
42189,baron bigod,soft cheese made in Suffolk
42192,reindeer cheese,cheese made of the milk of reindeers
42194,gouda,Dutch yellow cheese made from cow's milk
42195,edam,Dutch cheese
42197,boerenkaas,Dutch cheese
42198,leerdammer,Dutch cheese
42199,leyden cheese,Dutch cheese
42203,old amsterdam,Dutch cheese
42206,maasdam cheese,Dutch cheese
42207,kanterkaas,Dutch cow's milk cheese
42210,graskaas,Dutch cheese
42211,beemster cheese,A particular Dutch cow's milk cheese
42214,maaslander,"brand name for a Gouda, semihard cheese"
42215,italian cheese,cheese from Italy
42216,bitto,Italian cheese
42217,bagòss,Italian cheese
42220,sottocenere al tartufo,Italian cheese
42221,caciu,"yellow or white, creamy or solid food made from the pressed curds of milk"
42222,caciocchiato,Italian cheese
42225,inbriago,Italian cheese
42226,mozzarella,Italian cheese
42227,fiore sardo,Italian cheese from Sardinia
42228,gorgonzola,Italian cheese
42229,mascarpone,Italian cheese made from cream
42230,ricotta,Italian whey cheese
42231,scamorza,Italian cheese
42232,casu marzu,Sardinian and Corsican cheese containing live maggots
42233,caciocavallo,Italian cheese
42234,stracchino,Italian cheese
42235,fontina,Italian cheese
42236,montasio,Italian cheese
42238,stracciatella di bufala,Cheese
42239,pecorino,Italian cheese
42240,raschera,Italian cheese
42241,asiago,Italian cow's milk cheese
42242,taleggio,"semisoft, washed-rind, smear-ripened Italian cheese that is named after Val Taleggio with protected designation of origin status"
42243,robiola,protected designation of origin
42245,valtellina casera,Italian cheese
42246,bel paese,Italian cheese
42247,canestrato pugliese,Italian sheep cheese
42248,formai de mut dellalta valle brembana,protected designation of origin
42249,bitto,Italian cheese
42250,bra cheese,Italian cheese from Cuneo province
42251,casciotta durbino,Italian cheese
42252,spressa delle giudicarie,protected designation of origin
42253,toma piemontese,Italian cheese
42254,grana,Italian pressed cheese
42255,monte veronese,protected designation of origin
42256,valle daosta fromadzo,Italian cheese
42257,ragusano,protected designation of origin
42258,quartirolo lombardo,protected designation of origin
42259,murazzano,Italian cheese
42260,castelmagno,Italian cheese
42261,bocconcini,Small mozzarella cheese balls
42262,provolone,Italian cheese
42263,magor,Italian cheese
42264,piave,Italian cheese
42265,squacquerone,Italian cheese
42267,bagòss,Italian cheese
42269,caprino cheese,Italian cheese
42271,tomme de gressoney,Italian cheese
42272,tuma,type of cheese
42273,vastedda della valle del belìce,Sicilian sheep cheese
42277,anthotyros,traditional Greek whey cheese
42279,belicino,Italian cheese
42280,bettelmatt,Italian toma cheese
42282,branzi,Italian cheese
42283,brös,Italian cheese preparation
42287,cacio figurato,Italian cheese
42291,cacioricotta,Italian cheese
42292,cacioricotta di capra cilentana,goat cheese from Cilento
42293,cacioricotta pugliese,Apulian cheese
42294,cacioricotta di capra cilentana,goat cheese from Cilento
42296,cacioricotta pugliese,Apulian cheese
42298,canestrato,Italian cheese from Sicily
42303,caprino della limina,type of cheese
42316,bastardo del grappa,traditional Italian cheese
42320,formaggio di fossa,Italian cheese
42321,formaggio di malga dei sette comuni,Italian cheese
42328,maccagno,Italian cheese
42330,manteca,type of Italian cheese
42333,morlacco,Italian cow's milk cheese
42335,ossolano,Italian cheese
42337,paddraccio,Italian cheese
42338,pallone di gravina,"firm, cow's milk cheese from the regions of Basilicata and Apulia in south-east Italy"
42342,piacentinu ennese,Italian sheep cheese
42344,prescinsêua cheese,Italian cheese
42345,primosale,Italian cheese
42350,puzzone di moena,type of Italian cheese
42351,raspadüra,method of serving grana cheese
42356,ricotta di fuscella,Italian cheese
42357,ricotta forte,"traditional soft cheese of Apulia, Italy"
42360,salva,Italian cheese
42364,stracciata,Italian cheese
42369,tomino,Italian cheese
42374,medoro cheese,Italian cheese
42375,casizolu,Italian cheese
42376,caciocavallo silano,Italian cheese
42377,romano cheese,term for a class of cheeses
42378,stelvio,Italian cheese
42379,casatella trevigiana,soft cheese from Treviso
42380,robiola,Italian soft-ripened cheese of the Stracchino family
42382,fodom,Italian cheese
42387,reblec,small-rimmed cheese
42392,toma del lait brusc,Italian cheese
42394,formaggella del luinese,Italian cheese
42395,silter,Lombard cheese
42396,formaggio di fossa di sogliano,Italian cheese
42397,ortler,Italian cheese
42398,toma cheese,Italian cheese
42400,provola silana,Traditional cheese of Calabria
42401,bella lodi,Italian cheese
42402,fontina cheese,type of cheese
42403,provola,Italian cheese
42408,requeixo,"traditional dairy product from Galicia, Spain"
42409,queso blanco,"creamy, soft, and mild unaged white cheese"
42410,camel milk cheese,cheese made of camel milk
42411,pasteurized milk cheese,cheese produced with pasteurized milk
42412,diugas cheese,type of cheese
42413,danish blue,blue-veined cheese from Denmark
42414,coutances cheese,double-cream cow's milk cheese
42415,odenwälder frühstückskäse,soft cheese from Germany
42416,ädelost,Swedish cheese
42417,saint nectaire,a French AOC cheese made in the Auvergne region of central France.
42418,délice de saint cyr,"soft, triple-cream, pasteurized French cheese"
42419,bleu du vercors sassenage,French cheese
42420,monterey jack,kind of cheese
42421,saint agur blue,pasteurized blue cheese from central France
42423,herrgårdsost,semi-hard Swedish cheese made from cow's milk
42424,mondseer,Austrian cheese
42425,old amsterdam,Dutch cheese
42428,queijo coalho,Brazilian cheese
42429,pierre robert,French cheese
42431,trappe dechourgnac,French cheese
42432,vesterhavsost,Danish cheese
42433,kidiboo,French cheese
42434,saingorlon,French cheese
42435,barkham blue,British cheese
42436,buffalo blue,British cheese
42437,la fournaise,French cheese
42438,piton des neiges,French cheese
42439,cap noir,French cheese
42440,la petite raclette,French cheese
42441,piton maïdo,French cheese
42442,ti frais des hauts,French cheese
42443,le gouverneur,French cheese
42444,mont bébour,French cheese
42445,notre dame de la paix,French cheese
42446,délice de la sicalait,French cheese
42447,le mazarin,French cheese
42448,trappe de timadeuc,French cheese
42449,timanoix,French cheese
42452,swiss cheese,cheeses from Switzerland
42453,vacherin mont dor,Soft cheese made in France and Switzerland
42454,appenzeller cheese,cheese made in Switzerland
42455,vacherin mont dor,Soft cheese made in France and Switzerland
42456,sbrinz,cheese
42457,vacherin fribourgeois,Semi-hard cheese from Switzerland
42458,tête de moine,Swiss cheese
42459,schabziger,Swiss whey cheese
42460,berner alpkäse,type of Swiss cheese
42461,tomme vaudoise,cheese
42462,jura,Swiss cheese
42464,tomme,a class of cheese produced mainly in the French Alps and in Switzerland.
42465,gruyère,Swiss medium-hard Alpine cheese
42466,tilsit cheese,German cheese
42467,bleuchâtel,Swiss blue cheese
42469,formaggio dalpe ticinese,Semi-hard cheese from Ticino
42472,létivaz,Swiss cheese
42475,vacherin,cheese
42478,ziger,Swiss fresh whey cheese
42480,emmentaler switzerland,Swiss emmental cheese
42481,scharfe maxx,Swiss hard cheese
42482,belper ball,Swiss cheese
42483,belper mürggel,Swiss cheese
42484,belper hirn,Swiss cheese
42486,mont vully,type of cheese
42487,bloderkäse sauerkäse aoc,cheese
42489,swaledale cheese,trademark
42490,buxton blue,British cheese
42491,bonchester cheese,Scottish gastronomical specialty
42492,cheddar cheese,type of cheese that is somewhat hard and often sharp
42493,yarg,cheese
42494,stilton cheese,type of English cheese
42495,lanark blue,British cheese
42496,stinking bishop cheese,washed rind cheese
42497,cheshire cheese,"cheese from Cheshire, England"
42498,caboc,Scottish cheese
42499,caerphilly cheese,Welsh cheese
42500,dorset blue vinney,British cheese
42501,lancashire cheese,English cheese
42502,dunlop cheese,made in Scotland
42504,sage derby,cheese
42505,shropshire blue,Scottish cheese
42506,red leicester,Cheese
42507,wensleydale cheese,English cheese
42508,applewood cheese,type of smoke-flavoured cheese
42509,crowdie,type of cheese
42510,coleraine cheddar,brand of Irish cheese
42511,coquetdale cheese,English type of cheese
42513,dovedale cheese,British cheese
42514,lincolnshire poacher cheese,English cow's milk cheese
42515,y fenni cheese,"Welsh cheese, also known as ""Red Dragon"" when coated in red wax"
42516,ilchester cheese company,"cheese company based in Ilchester, Somerset"
42517,parlick fell cheese,"made near the fell in Lancashire, England"
42518,little derby,English cheese
42519,newport 1665,"cheese made in Newport, Shropshire"
42520,pantysgawn,brand of Welsh goat cheese
42521,red windsor,semi-hard English cheese
42523,tintern cheese,"cheddar-based cheese, incorporating herbs"
42524,waterloo cheese,English semi-soft cheese
42526,blue rathgore,Irish goat’s milk cheese
42527,cathedral city cheddar,brand of Cheddar cheese
42528,chevington cheese,"cow's milk cheese made in Northumberland, England"
42530,fine fettle yorkshire,British cheese similar to feta
42531,gevrik,goat's milk cheese produced in England
42532,harbourne blue,British cheese
42533,norbury blue,English blue cheese made on Norbury Park farm
42535,teviotdale cheese,full fat hard cheese produced in the area of Teviotdale on the border lands between Scotland and England
42536,beacon fell traditional lancashire cheese,Protected designation of origin UK cheese
42537,exmoor jersey blue,British cheese
42538,davidstow cheddar,Brand of Cheddar cheese
42539,ashdown foresters,type of cheese
42540,beenleigh blue cheese,British cheese
42541,brighton blue,"blue cheese made in Sussex, England"
42542,isle of mull cheddar,cheese
42543,cornish blue,British cheese
42544,cornish brie,"type of British cheese from Cornwall, England"
42547,keltic gold,"semi-hard cheese from Cornwall, UK"
42548,lymeswold cheese,"A soft, blue English cheese that is no longer produced"
42549,suffolk gold cheese,Semi-soft cheese
42550,barkham blue,British cheese
42551,blue monday,British cheese
42552,buffalo blue,British cheese
42553,cottenham,British cheese
42555,gloucester cheese,"type of cheese originating from Gloucestershire, England"
42556,huntsman,cheese
42557,stichelton,variety of Stilton cheese using unpasteurized milk
42558,single gloucester,hard cheese from Gloucester
42559,west country farmhouse cheddar,English cheddar
42560,baron bigod,soft cheese made in Suffolk
42561,dorset red,smoky cheese made in Dorset
42563,renegade monk,artisan blue cheese made in England
42564,miss muffet,cheese made in Cornwall
42566,nieheimer käse,sour milk cheese
42567,harzer,German sour milk cheese
42568,milbenkäse,cheese flavored by live mites
42570,allgäuer emmentaler,type of cheese
42571,cambozola,German cheese
42572,weisslacker,German semi-soft cheese
42574,trnic cheese,hard smoked cheese from Slovenian Alps
42575,bouhezza,Algerian cheese
42576,pirotski kačkavalj,Serbian cheese
42581,manchego cheese,firm sheep milk cheese from Spain
42582,torta del casar,cheese made from sheep's milk in the Extremadura region of Spain
42583,zamorano cheese,"Spanish cheese, Castilian sheep cheese and churra"
